Symbol,Security Name,Price,Change %,Volume,Rel Volume,Market Cap,P/E Ratio,EPS(TTM),EPS Growth,Div Yield,Sector,Analyst Rating
NSPR,InspireMD Inc.,2.53 USD,+10.96%,38.51 K,0.80,77.51 M USD,—,−0.79 USD,+6.09%,0.00%,Health technology,Strong buy
NSSC,"NAPCO Security Technologies, Inc.",28.10 USD,−1.37%,352.25 K,0.78,1 B USD,22.88,1.23 USD,−2.79%,1.69%,Commercial services,Buy
NSTS,"NSTS Bancorp, Inc.",12.45 USD,+4.62%,14.87 K,3.27,65.33 M USD,—,−0.18 USD,+79.95%,0.00%,Finance,—
NSYS,Nortech Systems Incorporated,9.03 USD,−1.74%,3.96 K,0.50,24.93 M USD,—,−1.23 USD,−150.85%,0.00%,Health technology,—
NTAP,"NetApp, Inc.",98.00 USD,−1.78%,2.84 M,1.70,20.22 B USD,18.14,5.40 USD,+22.63%,2.12%,Electronic technology,Buy
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting,41.93 USD,−0.31%,265.5 K,1.66,1.8 B USD,8.70,4.82 USD,+8.03%,4.20%,Finance,Buy
NTCL,NETCLASS TECHNOLOGY INC,4.41 USD,−15.45%,1.89 M,1.98,69.42 M USD,—,−0.08 USD,"−1,015.22%",0.00%,Technology services,—
NTCT,"NetScout Systems, Inc.",22.84 USD,−1.89%,239.56 K,0.48,1.63 B USD,—,−5.15 USD,−147.14%,0.00%,Technology services,Neutral
NTGR,"NETGEAR, Inc.",28.80 USD,−3.57%,384.17 K,0.78,828.82 M USD,35.42,0.81 USD,—,0.00%,Technology services,Neutral
NTHI,"NeOnc Technologies Holdings, Inc.",7.22 USD,−1.50%,19.97 K,0.17,137.37 M USD,—,—,—,0.00%,Health technology,—
NTIC,Northern Technologies International Corporation,7.23 USD,−1.23%,27.04 K,1.02,68.5 M USD,18.76,0.39 USD,−18.76%,3.04%,Process industries,Strong buy
NTIP,"Network-1 Technologies, Inc.",1.25 USD,0.00%,2.77 K,0.54,28.56 M USD,—,−0.11 USD,−44.93%,8.00%,Commercial services,—
NTLA,"Intellia Therapeutics, Inc.",9.16 USD,−3.17%,2.19 M,0.57,948.82 M USD,—,−5.23 USD,+2.57%,0.00%,Health technology,Buy
NTNX,"Nutanix, Inc.",79.76 USD,−0.13%,1.71 M,0.56,21.27 B USD,—,−0.28 USD,+12.01%,0.00%,Technology services,Strong buy
NTRA,"Natera, Inc.",153.32 USD,+0.55%,1.09 M,0.72,20.94 B USD,—,−1.47 USD,+53.23%,0.00%,Health technology,Strong buy
NTRB,Nutriband Inc.,5.48 USD,−4.36%,21.97 K,1.20,61.12 M USD,—,−0.98 USD,−42.43%,0.00%,Health technology,Strong buy
NTRP,"NextTrip, Inc.",2.09 USD,+0.97%,17.26 K,0.33,3.7 M USD,—,—,—,0.00%,Technology services,—
NTRS,Northern Trust Corporation,105.78 USD,−0.58%,1.16 M,0.77,20.58 B USD,9.87,10.71 USD,+137.14%,2.84%,Finance,Neutral
NTWK,NETSOL Technologies Inc.,2.78 USD,+1.83%,7.1 K,0.21,32.55 M USD,133.01,0.02 USD,—,0.00%,Technology services,—
NTWO,Newbury Street II Acquisition Corp,10.16 USD,0.00%,809,0.01,245.02 M USD,89.91,0.11 USD,—,0.00%,Finance,—
NU,Nu Holdings Ltd.,11.99 USD,−2.12%,77.28 M,1.26,57.78 B USD,27.27,0.44 USD,+68.82%,0.00%,Finance,Buy
NUE,Nucor Corporation,108.49 USD,−1.99%,3.91 M,2.18,25.03 B USD,19.32,5.62 USD,−66.96%,2.01%,Non-energy minerals,Buy
NUKK,Nukkleus Inc.,18.00 USD,−10.09%,357.67 K,1.29,94.98 M USD,—,—,—,0.00%,Commercial services,—
NUS,"Nu Skin Enterprises, Inc.",7.26 USD,−0.82%,592.34 K,0.99,358.74 M USD,—,−0.80 USD,"−1,069.00%",3.31%,Consumer non-durables,—
NUTX,Nutex Health Inc.,159.95 USD,−1.18%,66.47 K,0.36,890.23 M USD,13.44,11.90 USD,—,0.00%,Health services,Strong buy
NUVB,Nuvation Bio Inc.,2.30 USD,+2.22%,3.06 M,0.80,782.6 M USD,—,−2.34 USD,−645.20%,0.00%,Health technology,Strong buy
NUVL,"Nuvalent, Inc.",73.49 USD,+0.36%,359.04 K,0.92,5.28 B USD,—,−4.40 USD,−82.61%,0.00%,Health technology,Strong buy
NUWE,"Nuwellis, Inc.",0.9280 USD,+1.20%,28.37 K,0.62,4.06 M USD,—,−18.24 USD,+93.72%,0.00%,Health technology,Strong buy
NVAX,"Novavax, Inc.",7.25 USD,−0.55%,5.6 M,0.30,1.17 B USD,2.73,2.65 USD,—,0.00%,Health technology,Buy
NVCR,NovoCure Limited,18.54 USD,+2.37%,869.91 K,0.91,2.07 B USD,—,−1.51 USD,+16.28%,0.00%,Health technology,Buy
NVCT,"Nuvectis Pharma, Inc.",9.83 USD,−1.21%,83.41 K,0.58,205.38 M USD,—,−1.09 USD,+20.56%,0.00%,Health technology,Strong buy
NVDA,NVIDIA Corporation,131.29 USD,−1.16%,198.82 M,0.89,3.2 T USD,44.66,2.94 USD,+146.27%,0.03%,Electronic technology,Strong buy
NVEC,NVE Corporation,71.75 USD,−1.93%,26.87 K,1.08,347.07 M USD,23.05,3.11 USD,−12.02%,5.57%,Electronic technology,—
NVEE,"NV5 Global, Inc.",22.14 USD,−0.09%,444.64 K,0.34,1.45 B USD,45.21,0.49 USD,−22.32%,0.00%,Industrial services,Buy
NVFY,"Nova Lifestyle, Inc",1.48 USD,−3.90%,16.53 K,0.47,20.29 M USD,—,−1.12 USD,+73.94%,0.00%,Consumer durables,—
NVGS,Navigator Holdings Ltd.,13.99 USD,+2.19%,360.27 K,0.99,968.97 M USD,11.01,1.27 USD,+9.32%,1.43%,Transportation,Strong buy
NVMI,Nova Ltd.,183.00 USD,−0.93%,122.71 K,0.43,5.36 B USD,32.04,5.71 USD,+33.84%,0.00%,Electronic technology,Strong buy
NVNI,Nvni Group Limited,0.4040 USD,−1.68%,3.49 M,0.20,13.96 M USD,—,−0.47 USD,"−1,532.93%",0.00%,Technology services,Strong buy
NVNO,enVVeno Medical Corporation,3.35 USD,−2.05%,46.95 K,0.65,58.75 M USD,—,−1.24 USD,+29.64%,0.00%,Health technology,Strong buy
NVR,"NVR, Inc.","7,066.39 USD",−0.07%,18.61 K,1.10,20.66 B USD,14.54,485.95 USD,+1.29%,0.00%,Consumer durables,Neutral
NVRI,Enviri Corporation,7.54 USD,−1.57%,883.14 K,1.14,606.95 M USD,—,−1.54 USD,−29.97%,0.00%,Industrial services,Buy
NVST,Envista Holdings Corporation,16.72 USD,−0.89%,2.06 M,0.84,2.83 B USD,—,−6.53 USD,−816.33%,0.00%,Health technology,Neutral
NVT,nVent Electric plc,65.23 USD,+0.62%,1.26 M,0.59,10.74 B USD,18.63,3.50 USD,+1.91%,1.20%,Electronic technology,Strong buy
NVTS,Navitas Semiconductor Corporation,4.41 USD,−12.67%,78.01 M,2.16,845.87 M USD,—,−0.53 USD,−2.00%,0.00%,Electronic technology,Buy
NVVE,Nuvve Holding Corp.,0.9180 USD,−5.34%,874.91 K,0.03,3.39 M USD,—,−12.64 USD,−425.82%,0.00%,Producer manufacturing,—
NWBI,"Northwest Bancshares, Inc.",12.17 USD,−0.57%,553.33 K,0.83,1.55 B USD,13.60,0.90 USD,−12.52%,6.57%,Finance,Neutral
NWE,"NorthWestern Energy Group, Inc.",54.98 USD,+0.53%,237.42 K,0.65,3.37 B USD,14.30,3.84 USD,+19.26%,4.75%,Utilities,Buy
NWFL,Norwood Financial Corp.,25.43 USD,−0.74%,7.91 K,0.49,235.5 M USD,291.29,0.09 USD,−95.43%,4.80%,Finance,Buy
NWL,Newell Brands Inc.,5.48 USD,−2.84%,9.84 M,1.15,2.29 B USD,—,−0.59 USD,+17.60%,5.11%,Producer manufacturing,Buy
NWN,Northwest Natural Holding Company,40.76 USD,+0.77%,168.17 K,0.57,1.64 B USD,16.18,2.52 USD,+11.73%,4.80%,Utilities,Buy
NWPX,Northwest Pipe Company,39.84 USD,−0.29%,37.42 K,0.62,393.49 M USD,12.17,3.27 USD,+37.80%,0.00%,Non-energy minerals,Buy
NWS,News Corporation,32.47 USD,+1.53%,516.09 K,0.87,16.66 B USD,38.04,0.85 USD,+135.41%,0.62%,Consumer services,Strong buy
NWTG,"Newton Golf Company, Inc.",1.75 USD,−2.78%,119 K,0.34,7.9 M USD,—,−51.01 USD,+49.36%,0.00%,Consumer durables,—
NWTN,NWTN Inc.,1.69 USD,−7.65%,637.36 K,0.11,493.82 M USD,—,—,—,0.00%,Consumer durables,—
NX,Quanex Building Products Corporation,17.38 USD,−1.03%,206.75 K,0.70,820.86 M USD,28.14,0.62 USD,−76.55%,1.84%,Producer manufacturing,Strong buy
NXGL,"NexGel, Inc",2.18 USD,−3.11%,14.58 K,0.24,22.32 M USD,—,−0.46 USD,+17.42%,0.00%,Process industries,Strong buy
NXL,"Nexalin Technology, Inc.",1.23 USD,+1.65%,30.78 K,0.29,21.13 M USD,—,−0.76 USD,−13.73%,0.00%,Health technology,Strong buy
NXPI,NXP Semiconductors N.V.,192.15 USD,−2.22%,3.67 M,1.23,48.54 B USD,20.93,9.18 USD,−15.25%,2.11%,Electronic technology,Buy
NXPL,NextPlat Corp,0.6199 USD,−1.60%,19.35 K,0.28,16.09 M USD,—,−0.67 USD,−197.96%,0.00%,Non-energy minerals,—
NXST,"Nexstar Media Group, Inc.",171.51 USD,+0.03%,311.67 K,0.75,5.17 B USD,8.43,20.34 USD,+71.57%,4.04%,Consumer services,Buy
NXT,Nextracker Inc.,56.05 USD,0.00%,1.88 M,0.40,8.2 B USD,16.18,3.46 USD,+14.03%,0.00%,Electronic technology,Buy
NXTC,"NextCure, Inc.",0.5078 USD,+2.15%,90.81 K,0.64,14.24 M USD,—,−1.77 USD,+22.63%,0.00%,Health technology,Strong buy
NXTT,Next Technology Holding Inc.,2.15 USD,−12.60%,999.38 K,0.03,937.97 M USD,0.95,2.27 USD,−74.74%,0.00%,Technology services,—
NXXT,"NextNRG, Inc.",3.03 USD,−7.90%,59.26 K,0.93,359.04 M USD,—,−5.64 USD,+10.37%,0.00%,Technology services,—
NYT,New York Times Company (The),55.41 USD,+0.95%,924.58 K,0.64,9.03 B USD,30.22,1.83 USD,+21.20%,1.03%,Consumer services,Buy
OABI,"OmniAb, Inc.",1.38 USD,−2.13%,586.3 K,0.74,168.82 M USD,—,−0.59 USD,+6.74%,0.00%,Commercial services,Strong buy
OACC,Oaktree Acquisition Corp. III Life Sciences,10.40 USD,0.00%,709.6 K,4.31,255.66 M USD,—,—,—,0.00%,Finance,—
OAKU,Oak Woods Acquisition Corporation,11.75 USD,+0.43%,1.54 K,0.36,62.96 M USD,687.13,0.02 USD,−86.75%,0.00%,Finance,—
OB,Outbrain Inc.,2.62 USD,−5.07%,542.68 K,0.86,247.07 M USD,—,−0.74 USD,−495.36%,0.00%,Technology services,Buy
OBDC,Blue Owl Capital Corporation,14.33 USD,+0.63%,2.1 M,0.74,7.32 B USD,9.26,1.55 USD,−22.07%,10.33%,Finance,Buy
OBIO,"Orchestra BioMed Holdings, Inc.",2.72 USD,−0.37%,111.84 K,0.73,104.21 M USD,—,−1.77 USD,−21.32%,0.00%,Health technology,Strong buy
OBK,"Origin Bancorp, Inc.",33.45 USD,+1.03%,184.31 K,1.45,1.04 B USD,13.72,2.44 USD,−8.04%,1.79%,Finance,Strong buy
OBLG,Oblong Inc.,3.32 USD,−3.77%,19.44 K,0.13,4.4 M USD,—,−14.38 USD,+70.68%,0.00%,Electronic technology,—
OBT,"Orange County Bancorp, Inc.",25.15 USD,−1.37%,15.27 K,0.80,286.3 M USD,10.42,2.41 USD,−23.52%,1.93%,Finance,Strong buy
OC,Owens Corning Inc,133.80 USD,−0.99%,654.42 K,0.75,11.38 B USD,48.03,2.79 USD,−77.45%,1.93%,Process industries,Buy
OCC,Optical Cable Corporation,2.78 USD,−3.42%,4.16 K,0.45,22.8 M USD,—,−0.50 USD,"−1,591.92%",0.00%,Electronic technology,—
OCFC,OceanFirst Financial Corp.,16.62 USD,−1.01%,236.06 K,0.73,970.33 M USD,10.87,1.53 USD,−10.47%,4.81%,Finance,Buy
OCG,Oriental Culture Holding LTD,5.88 USD,+6.52%,13.13 K,0.56,121.92 M USD,—,−0.31 USD,+63.86%,0.00%,Retail trade,—
OCGN,"Ocugen, Inc.",0.9308 USD,+1.85%,10.04 M,2.06,271.82 M USD,—,−0.19 USD,+22.29%,0.00%,Health technology,Strong buy
OCS,Oculis Holding AG,19.01 USD,+5.91%,20.28 K,0.83,912.48 M USD,—,−2.65 USD,−43.02%,0.00%,Health technology,Strong buy
OCSL,Oaktree Specialty Lending Corporation,14.10 USD,+0.50%,312.35 K,0.61,1.24 B USD,109.64,0.13 USD,−90.29%,14.54%,Miscellaneous,Neutral
OCTO,Eightco Holdings Inc.,1.24 USD,−2.36%,7.26 K,0.13,3.78 M USD,—,−1.47 USD,+94.73%,0.00%,Technology services,—
OCUL,"Ocular Therapeutix, Inc.",7.30 USD,+1.18%,1.63 M,1.10,1.16 B USD,—,−1.15 USD,+15.26%,0.00%,Health technology,Strong buy
OCX,Oncocyte Corporation,3.37 USD,−2.03%,17.12 K,0.36,96.38 M USD,—,−3.53 USD,+86.04%,0.00%,Health technology,Buy
ODC,Oil-Dri Corporation Of America,47.69 USD,−0.21%,28.27 K,0.86,644.89 M USD,15.50,3.08 USD,−9.33%,1.28%,Process industries,—
ODD,ODDITY Tech Ltd.,69.65 USD,+1.55%,909.58 K,0.49,3.89 B USD,40.14,1.74 USD,+42.90%,0.00%,Technology services,Buy
ODFL,"Old Dominion Freight Line, Inc.",161.56 USD,−1.25%,896.07 K,0.50,34.14 B USD,30.29,5.33 USD,−6.06%,0.66%,Transportation,Neutral
ODP,The ODP Corporation,15.95 USD,−1.24%,374.11 K,0.66,479.81 M USD,—,−0.88 USD,−142.50%,0.00%,Retail trade,Buy
ODYS,Odysight.ai Inc.,5.35 USD,+3.84%,1.72 K,0.16,87.25 M USD,—,−1.02 USD,−7.06%,0.00%,Consumer durables,Strong buy
OEC,Orion S.A.,10.53 USD,−3.39%,456.56 K,0.48,592.52 M USD,23.10,0.46 USD,−69.23%,0.79%,Process industries,Buy
OESX,"Orion Energy Systems, Inc.",0.6950 USD,+0.13%,13.96 K,0.36,22.9 M USD,—,−0.22 USD,+60.55%,0.00%,Electronic technology,Strong buy
OFAL,OFA Group,4.79 USD,−0.09%,320.04 K,—,—,—,—,—,—,Industrial services,—
OFG,OFG Bancorp,41.54 USD,+0.51%,369.35 K,1.80,1.87 B USD,9.94,4.18 USD,+6.86%,2.53%,Finance,Buy
OFIX,Orthofix Medical Inc.,11.10 USD,−1.16%,573.1 K,1.22,434.91 M USD,—,−3.70 USD,−8.92%,0.00%,Health technology,Buy
OFLX,"Omega Flex, Inc.",32.02 USD,−0.84%,17.29 K,1.03,323.22 M USD,18.62,1.72 USD,−9.76%,4.25%,Producer manufacturing,—
OFS,OFS Capital Corporation,8.47 USD,+2.17%,30.27 K,0.87,113.48 M USD,3.76,2.25 USD,—,16.06%,Miscellaneous,Neutral
OGE,OGE Energy Corp,44.24 USD,+1.03%,673.72 K,0.62,8.91 B USD,18.35,2.41 USD,+21.94%,3.80%,Utilities,Neutral
OGEN,Oragenics Inc.,0.1900 USD,−2.21%,139.71 K,0.29,4.08 M USD,—,−1.27 USD,+82.30%,0.00%,Health technology,Neutral
OGN,Organon & Co.,8.69 USD,0.00%,5.4 M,0.87,2.26 B USD,3.01,2.89 USD,−29.15%,12.89%,Health technology,Neutral
OGS,"ONE Gas, Inc.",74.46 USD,+1.32%,755.51 K,0.76,4.46 B USD,17.99,4.14 USD,+2.17%,3.56%,Utilities,Neutral
OI,"O-I Glass, Inc.",13.05 USD,−1.06%,781.88 K,0.61,2.02 B USD,—,−1.27 USD,+20.04%,0.00%,Process industries,Buy
OII,"Oceaneering International, Inc.",18.99 USD,0.00%,458.44 K,0.77,1.91 B USD,10.63,1.79 USD,+68.43%,0.00%,Producer manufacturing,Neutral
OIS,"Oil States International, Inc.",4.36 USD,−0.23%,390.63 K,0.70,269.75 M USD,50.29,0.09 USD,—,0.00%,Industrial services,Buy
OKE,"ONEOK, Inc.",81.14 USD,−0.28%,2.12 M,0.72,50.68 B USD,15.84,5.12 USD,+19.21%,4.93%,Industrial services,Buy
OKLO,Oklo Inc.,48.87 USD,+23.04%,92.5 M,4.62,6.8 B USD,—,−5.29 USD,"−2,747.57%",0.00%,Producer manufacturing,Buy
OKTA,"Okta, Inc.",123.72 USD,−0.15%,1.93 M,0.82,21.64 B USD,"2,111.26",0.06 USD,—,0.00%,Technology services,Buy
OKUR,"OnKure Therapeutics, Inc.",2.15 USD,0.00%,85.09 K,0.16,29.05 M USD,—,−5.84 USD,+73.12%,0.00%,Health technology,Strong buy
OLB,"The OLB Group, Inc.",1.32 USD,+1.27%,54.96 K,0.63,3.7 M USD,—,−5.19 USD,+65.30%,0.00%,Technology services,—
OLED,Universal Display Corporation,143.01 USD,−1.71%,435.26 K,0.84,6.8 B USD,29.73,4.81 USD,+4.60%,1.15%,Electronic technology,Buy
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",110.88 USD,−2.99%,2.85 M,2.34,6.81 B USD,34.30,3.23 USD,+10.55%,0.00%,Retail trade,Buy
OLMA,"Olema Pharmaceuticals, Inc.",5.04 USD,−2.33%,519.22 K,0.97,344.84 M USD,—,−1.95 USD,+3.31%,0.00%,Health technology,Strong buy
OLN,Olin Corporation,19.35 USD,−0.92%,1.69 M,1.14,2.23 B USD,38.13,0.51 USD,−81.70%,4.13%,Process industries,Neutral
OLO,Olo Inc.,8.75 USD,−0.57%,990.15 K,0.45,1.46 B USD,500.00,0.02 USD,—,0.00%,Technology services,Buy
OLPX,"Olaplex Holdings, Inc.",1.19 USD,−4.80%,849.29 K,0.55,792.45 M USD,65.03,0.02 USD,−74.51%,0.00%,Consumer non-durables,Neutral
OM,"Outset Medical, Inc.",17.95 USD,−2.82%,112.55 K,0.36,317.74 M USD,—,−29.22 USD,+42.34%,0.00%,Health technology,Buy
OMC,Omnicom Group Inc.,73.13 USD,0.00%,2.3 M,1.11,14.27 B USD,10.01,7.31 USD,−1.28%,3.83%,Commercial services,Buy
OMCC,Old Market Capital Corporation,5.77 USD,−4.31%,613,0.16,38.66 M USD,—,−0.60 USD,+87.96%,0.00%,Finance,—
OMCL,"Omnicell, Inc.",28.23 USD,−2.12%,760.52 K,0.96,1.32 B USD,62.13,0.45 USD,—,0.00%,Technology services,Buy
OMER,Omeros Corporation,3.16 USD,−1.86%,570.9 K,0.25,185.15 M USD,—,−2.64 USD,−33.92%,0.00%,Health technology,Buy
OMEX,"Odyssey Marine Exploration, Inc.",0.8941 USD,−4.37%,1.23 M,0.67,28.02 M USD,—,−0.10 USD,+90.28%,0.00%,Process industries,—
OMF,"OneMain Holdings, Inc.",50.19 USD,−0.30%,833.39 K,0.80,5.97 B USD,10.62,4.72 USD,−7.79%,8.29%,Finance,Buy
OMH,Ohmyhome Limited,2.09 USD,−2.34%,85 K,0.12,5 M USD,—,—,—,0.00%,Finance,Strong buy
OMI,"Owens & Minor, Inc.",6.45 USD,−6.25%,1.13 M,0.91,494.16 M USD,—,−4.74 USD,−820.80%,0.00%,Health technology,Neutral
OMSE,OMS Energy Technologies Inc.,8.71 USD,−2.79%,130.62 K,—,369.73 M USD,—,—,—,0.00%,Industrial services,—
ON,ON Semiconductor Corporation,41.27 USD,−2.41%,9.86 M,1.06,17.25 B USD,28.63,1.44 USD,−70.56%,0.00%,Electronic technology,Buy
ONB,Old National Bancorp,20.61 USD,−0.67%,13.11 M,3.38,7.62 B USD,11.99,1.72 USD,−7.05%,2.72%,Finance,Buy
ONCO,"Onconetix, Inc.",0.0725 USD,−14.00%,9.83 M,0.12,3.22 M USD,—,−88.84 USD,−97.16%,0.00%,Health technology,—
ONDS,Ondas Holdings Inc.,0.9268 USD,+1.92%,5.12 M,0.62,127.37 M USD,—,−0.58 USD,+23.22%,0.00%,Electronic technology,Strong buy
ONEG,OneConstruction Group Limited,3.05 USD,−2.56%,9.59 K,0.45,39.65 M USD,—,—,—,0.00%,Industrial services,—
ONEW,OneWater Marine Inc.,13.82 USD,−1.43%,126.85 K,0.76,225.45 M USD,—,−0.48 USD,+91.65%,0.00%,Retail trade,Buy
ONFO,Onfolio Holdings Inc.,0.9215 USD,−7.25%,9.84 K,1.18,4.72 M USD,—,−0.45 USD,+70.28%,0.00%,Technology services,—
ONIT,Onity Group Inc.,36.04 USD,−2.30%,64.51 K,1.56,288.63 M USD,12.64,2.85 USD,+399.02%,0.00%,Finance,Strong buy
ONMD,OneMedNet Corp,0.4090 USD,+0.22%,89.53 K,0.65,12.5 M USD,—,−0.36 USD,+82.31%,0.00%,Technology services,—
ONON,On Holding AG,58.44 USD,−0.65%,4.39 M,0.64,18.93 B USD,82.23,0.71 USD,+60.76%,0.00%,Consumer non-durables,Strong buy
ONTF,"ON24, Inc.",5.38 USD,−1.47%,189.73 K,1.11,228.52 M USD,—,−0.96 USD,+7.79%,0.00%,Technology services,Neutral
ONTO,Onto Innovation Inc.,92.02 USD,−2.96%,1.48 M,0.48,4.5 B USD,20.85,4.41 USD,+57.24%,0.00%,Electronic technology,Buy
OOMA,"Ooma, Inc.",12.97 USD,−2.92%,98.18 K,1.03,357.46 M USD,—,−0.26 USD,−689.67%,0.00%,Communications,Strong buy
OP,OceanPal Inc.,0.7701 USD,+0.01%,5.39 K,0.19,5.78 M USD,—,−2.64 USD,−63.73%,0.00%,Transportation,—
OPAD,Offerpad Solutions Inc.,0.9846 USD,−0.78%,26.54 K,0.68,27.12 M USD,—,−2.17 USD,+21.22%,0.00%,Technology services,Neutral
OPAL,OPAL Fuels Inc.,2.72 USD,+8.60%,710.24 K,3.52,470.7 M USD,111.73,0.02 USD,−96.71%,0.00%,Process industries,Buy
OPBK,OP Bancorp,12.37 USD,−3.02%,87.88 K,2.06,183.68 M USD,8.72,1.42 USD,+1.00%,3.88%,Finance,Buy
OPCH,"Option Care Health, Inc.",31.41 USD,−1.94%,836.5 K,0.49,5.14 B USD,25.09,1.25 USD,−17.63%,0.00%,Health services,Strong buy
OPEN,Opendoor Technologies Inc,0.6807 USD,+0.10%,94.12 M,0.98,496.16 M USD,—,−0.52 USD,−23.28%,0.00%,Finance,Neutral
OPFI,OppFi Inc.,11.98 USD,+2.13%,877.95 K,0.81,1.04 B USD,—,−0.39 USD,−760.17%,0.00%,Finance,Strong buy
OPHC,"OptimumBank Holdings, Inc.",4.43 USD,+0.23%,3.31 K,0.19,52.06 M USD,3.32,1.34 USD,+31.01%,0.00%,Finance,Neutral
OPK,"Opko Health, Inc.",1.26 USD,−0.79%,2.18 M,0.68,999.25 M USD,—,−0.08 USD,+77.89%,0.00%,Health services,Strong buy
OPOF,Old Point Financial Corporation,39.01 USD,−0.99%,13.43 K,1.73,199.15 M USD,19.90,1.96 USD,+55.04%,1.44%,Finance,—
OPRT,Oportun Financial Corporation,6.15 USD,−3.91%,264.96 K,0.59,230.63 M USD,—,−1.12 USD,+58.83%,0.00%,Finance,Buy
OPRX,OptimizeRx Corporation,11.65 USD,−3.64%,250.26 K,0.57,215.47 M USD,—,−0.84 USD,+17.97%,0.00%,Technology services,Strong buy
OPTT,"Ocean Power Technologies, Inc.",0.5196 USD,−5.70%,2.97 M,0.69,89.76 M USD,—,−0.25 USD,+52.50%,0.00%,Producer manufacturing,—
OPTX,"Syntec Optics Holdings, Inc.",1.73 USD,+5.49%,265.61 K,5.47,63.47 M USD,—,—,—,0.00%,Electronic technology,—
OPXS,"Optex Systems Holdings, Inc.",8.29 USD,+1.10%,18.82 K,0.42,57.31 M USD,11.69,0.71 USD,+36.41%,0.00%,Electronic technology,—
OPY,"Oppenheimer Holdings, Inc.",63.97 USD,−0.17%,67.55 K,1.28,666.94 M USD,9.47,6.76 USD,+82.21%,1.08%,Finance,—
ORA,"Ormat Technologies, Inc.",71.53 USD,+0.82%,306.85 K,0.77,4.34 B USD,34.65,2.06 USD,−6.67%,0.67%,Utilities,Buy
ORCL,Oracle Corporation,155.97 USD,−0.85%,6.53 M,0.79,437.38 B USD,36.65,4.26 USD,+12.46%,1.09%,Technology services,Buy
ORGN,"Origin Materials, Inc.",0.4805 USD,+0.65%,762.69 K,0.30,72.05 M USD,—,−0.67 USD,"−34,989.47%",0.00%,Process industries,Neutral
ORGO,Organogenesis Holdings Inc.,2.90 USD,−2.36%,609.38 K,0.28,367.88 M USD,—,−0.15 USD,−444.24%,0.00%,Health technology,Buy
ORI,Old Republic International Corporation,37.44 USD,+0.48%,986.65 K,0.95,9.25 B USD,12.23,3.06 USD,+19.37%,2.90%,Finance,Buy
ORIC,"Oric Pharmaceuticals, Inc.",6.35 USD,+6.72%,911.7 K,1.42,451.41 M USD,—,−1.88 USD,−3.87%,0.00%,Health technology,Strong buy
ORIS,Oriental Rise Holdings Limited,0.8950 USD,+3.71%,170.68 K,0.09,19.7 M USD,5.03,0.18 USD,−97.29%,0.00%,Consumer non-durables,—
ORKA,"Oruka Therapeutics, Inc.",10.95 USD,−2.14%,135.6 K,1.08,409.97 M USD,—,−5.27 USD,−5.74%,0.00%,Commercial services,Strong buy
ORKT,Orangekloud Technology Inc.,0.4701 USD,−0.80%,122.83 K,0.78,10.98 M USD,—,−0.28 USD,—,0.00%,Technology services,—
ORLY,"O'Reilly Automotive, Inc.","1,374.37 USD",+0.70%,287.39 K,0.75,78.32 B USD,33.68,40.80 USD,+3.53%,0.00%,Retail trade,Buy
ORMP,Oramed Pharmaceuticals Inc.,2.12 USD,−1.40%,21.39 K,0.34,86.6 M USD,—,−0.70 USD,−370.96%,0.00%,Health technology,—
ORN,"Orion Group Holdings, Inc.",8.10 USD,+1.12%,239.67 K,0.48,320.39 M USD,132.14,0.06 USD,—,0.00%,Industrial services,Strong buy
ORRF,"Orrstown Financial Services, Inc.",29.62 USD,−0.50%,75.42 K,0.81,577.84 M USD,15.10,1.96 USD,−41.58%,3.11%,Finance,Strong buy
OS,"OneStream, Inc.",28.44 USD,0.00%,1.21 M,0.85,6.81 B USD,—,−1.44 USD,"−2,457.37%",0.00%,Technology services,Strong buy
OSBC,"Old Second Bancorp, Inc.",16.41 USD,−0.67%,166.26 K,0.79,739.37 M USD,8.95,1.83 USD,−6.81%,1.40%,Finance,Strong buy
OSCR,"Oscar Health, Inc.",14.17 USD,−1.39%,7.58 M,0.81,3.11 B USD,50.86,0.28 USD,—,0.00%,Health services,Neutral
OSIS,"OSI Systems, Inc.",227.44 USD,−0.54%,115.77 K,0.75,3.82 B USD,27.67,8.22 USD,+13.03%,0.00%,Electronic technology,Strong buy
OSK,Oshkosh Corporation (Holding Company),97.74 USD,−0.70%,603.2 K,0.79,6.29 B USD,10.44,9.36 USD,−10.40%,1.93%,Consumer durables,Buy
OSPN,OneSpan Inc.,15.81 USD,+0.51%,454.86 K,0.92,604.23 M USD,10.74,1.47 USD,—,0.76%,Technology services,Buy
OSRH,"OSR Holdings, Inc.",1.16 USD,−4.13%,55.26 K,0.36,22.36 M USD,—,−2.00 USD,"−12,743.04%",0.00%,Health technology,—
OSS,"One Stop Systems, Inc.",2.50 USD,−1.96%,78.63 K,0.94,53.97 M USD,—,−0.68 USD,−82.08%,0.00%,Electronic technology,Strong buy
OST,"Ostin Technology Group Co., Ltd.",4.96 USD,+2.06%,2.15 M,0.86,533.84 M USD,—,−5.68 USD,+27.36%,0.00%,Electronic technology,—
OSTX,OS Therapies Incorporated,1.68 USD,+9.80%,221.63 K,0.83,47.2 M USD,—,−0.63 USD,−75.62%,0.00%,Health technology,Strong buy
